section,category,description,region,date,metric,value
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-27,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-27,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-27,ICU Hospital Beds Available,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-28,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-28,Percent of ICU Hospital Beds in Use,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-28,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-28,Percent of Available ICU Hospital Beds,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-28,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-29,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-29,Percent of ICU Hospital Beds in Use,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-29,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-29,Percent of Available ICU Hospital Beds,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-29,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-30,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-30,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-30,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-30,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-30,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-31,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-31,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-31,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-31,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-01-31,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-01,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-01,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-01,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-01,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-01,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-02,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-02,Percent of ICU Hospital Beds in Use,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-02,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-02,Percent of Available ICU Hospital Beds,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-02,ICU Hospital Beds Available,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-03,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-03,Percent of ICU Hospital Beds in Use,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-03,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-03,Percent of Available ICU Hospital Beds,0.64
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-03,ICU Hospital Beds Available,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-04,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-04,Percent of ICU Hospital Beds in Use,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-04,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-04,Percent of Available ICU Hospital Beds,0.64
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-04,ICU Hospital Beds Available,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-05,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-05,Percent of ICU Hospital Beds in Use,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-05,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-05,Percent of Available ICU Hospital Beds,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-05,ICU Hospital Beds Available,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-06,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-06,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-06,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-06,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-06,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-07,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-07,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-07,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-07,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-07,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-08,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-08,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-08,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-08,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-08,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-09,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-09,Percent of ICU Hospital Beds in Use,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-09,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-09,Percent of Available ICU Hospital Beds,0.64
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-09,ICU Hospital Beds Available,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-10,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-10,Percent of ICU Hospital Beds in Use,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-10,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-10,Percent of Available ICU Hospital Beds,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-10,ICU Hospital Beds Available,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-11,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-11,Percent of ICU Hospital Beds in Use,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-11,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-11,Percent of Available ICU Hospital Beds,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-11,ICU Hospital Beds Available,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-12,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-12,Percent of ICU Hospital Beds in Use,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-12,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-12,Percent of Available ICU Hospital Beds,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-12,ICU Hospital Beds Available,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-13,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-13,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-13,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-13,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-13,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-14,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-14,Percent of ICU Hospital Beds in Use,0.5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-14,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-14,Percent of Available ICU Hospital Beds,0.5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-14,ICU Hospital Beds Available,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-15,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-15,Percent of ICU Hospital Beds in Use,0.5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-15,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-15,Percent of Available ICU Hospital Beds,0.5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-15,ICU Hospital Beds Available,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-16,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-16,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-16,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-16,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-16,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-17,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-17,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-17,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-17,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-17,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-18,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-18,Percent of ICU Hospital Beds in Use,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-18,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-18,Percent of Available ICU Hospital Beds,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-18,ICU Hospital Beds Available,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-19,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-19,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-19,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-19,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-19,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-20,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-20,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-20,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-20,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-20,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-21,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-21,Percent of ICU Hospital Beds in Use,0.5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-21,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-21,Percent of Available ICU Hospital Beds,0.5
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-21,ICU Hospital Beds Available,11
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-22,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-22,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-22,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-22,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-22,ICU Hospital Beds Available,8
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-23,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-23,Percent of ICU Hospital Beds in Use,0.59
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-23,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-23,Percent of Available ICU Hospital Beds,0.41
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-23,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-24,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-24,Percent of ICU Hospital Beds in Use,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-24,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-24,Percent of Available ICU Hospital Beds,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-24,ICU Hospital Beds Available,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-25,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-25,Percent of ICU Hospital Beds in Use,0.45
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-25,Total ICU Hospital Beds,22
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-25,Percent of Available ICU Hospital Beds,0.55
Hospital Data,Regional Level ICU,Regional Map,Southwest,2021-02-25,ICU Hospital Beds Available,12
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-27,ICU Hospital Beds in Use,15
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-27,Percent of ICU Hospital Beds in Use,0.94
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-27,Total ICU Hospital Beds,16
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-27,Percent of Available ICU Hospital Beds,0.06
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-27,ICU Hospital Beds Available,1
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-28,ICU Hospital Beds in Use,15
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-28,Percent of ICU Hospital Beds in Use,0.94
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-28,Total ICU Hospital Beds,16
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-28,Percent of Available ICU Hospital Beds,0.06
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-28,ICU Hospital Beds Available,1
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-29,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-29,Percent of ICU Hospital Beds in Use,0.86
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-29,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-29,Percent of Available ICU Hospital Beds,0.14
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-29,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-30,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-30,Percent of ICU Hospital Beds in Use,0.86
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-30,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-30,Percent of Available ICU Hospital Beds,0.14
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-30,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-31,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-31,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-31,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-31,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,West,2021-01-31,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-01,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-01,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-01,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-01,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-01,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-02,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-02,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-02,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-02,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-02,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-03,ICU Hospital Beds in Use,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-03,Percent of ICU Hospital Beds in Use,1
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-03,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-03,Percent of Available ICU Hospital Beds,0
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-03,ICU Hospital Beds Available,0
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-04,ICU Hospital Beds in Use,13
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-04,Percent of ICU Hospital Beds in Use,0.93
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-04,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-04,Percent of Available ICU Hospital Beds,0.07
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-04,ICU Hospital Beds Available,1
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-05,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-05,Percent of ICU Hospital Beds in Use,0.86
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-05,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-05,Percent of Available ICU Hospital Beds,0.14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-05,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-06,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-06,Percent of ICU Hospital Beds in Use,0.86
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-06,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-06,Percent of Available ICU Hospital Beds,0.14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-06,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-07,ICU Hospital Beds in Use,12
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-07,Percent of ICU Hospital Beds in Use,0.86
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-07,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-07,Percent of Available ICU Hospital Beds,0.14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-07,ICU Hospital Beds Available,2
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-08,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-08,Percent of ICU Hospital Beds in Use,0.79
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-08,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-08,Percent of Available ICU Hospital Beds,0.21
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-08,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-09,ICU Hospital Beds in Use,9
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-09,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-09,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-09,Percent of Available ICU Hospital Beds,0.36
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-09,ICU Hospital Beds Available,5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-10,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-10,Percent of ICU Hospital Beds in Use,0.57
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-10,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-10,Percent of Available ICU Hospital Beds,0.43
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-10,ICU Hospital Beds Available,6
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-11,ICU Hospital Beds in Use,8
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-11,Percent of ICU Hospital Beds in Use,0.57
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-11,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-11,Percent of Available ICU Hospital Beds,0.43
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-11,ICU Hospital Beds Available,6
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-12,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-12,Percent of ICU Hospital Beds in Use,0.5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-12,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-12,Percent of Available ICU Hospital Beds,0.5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-12,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-13,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-13,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-13,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-13,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-13,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-14,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-14,Percent of ICU Hospital Beds in Use,0.5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-14,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-14,Percent of Available ICU Hospital Beds,0.5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-14,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-15,ICU Hospital Beds in Use,5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-15,Percent of ICU Hospital Beds in Use,0.36
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-15,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-15,Percent of Available ICU Hospital Beds,0.64
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-15,ICU Hospital Beds Available,9
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-16,ICU Hospital Beds in Use,7
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-16,Percent of ICU Hospital Beds in Use,0.5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-16,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-16,Percent of Available ICU Hospital Beds,0.5
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-16,ICU Hospital Beds Available,7
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-17,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-17,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-17,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-17,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-17,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-18,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-18,Percent of ICU Hospital Beds in Use,0.79
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-18,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-18,Percent of Available ICU Hospital Beds,0.21
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-18,ICU Hospital Beds Available,3
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-19,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-19,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-19,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-19,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-19,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-20,ICU Hospital Beds in Use,10
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-20,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-20,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-20,Percent of Available ICU Hospital Beds,0.29
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-20,ICU Hospital Beds Available,4
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-21,ICU Hospital Beds in Use,11
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-21,Percent of ICU Hospital Beds in Use,0.79
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-21,Total ICU Hospital Beds,14
Hospital Data,Regional Level ICU,Regional Map,West,2021-02-21,Percent of Available ICU Hospital Beds,0.21
